"trading_day","symboltype","InstrumentID"
"20171223",au,au1806
"20171223",cu,cu1802
"20171223",ni,ni1805
"20171223",pb,pb1802
"20171223",sn,sn1801
"20171223",zn,zn1802
"20171225",a,a1805
"20171225",ag,ag1806
"20171225",al,al1802
"20171225",AP,AP805
"20171225",au,au1806
"20171225",bu,bu1806
"20171225",c,c1805
"20171225",CF,CF805
"20171225",cs,cs1805
"20171225",cu,cu1802
"20171225",FG,FG805
"20171225",hc,hc1805
"20171225",i,i1805
"20171225",j,j1805
"20171225",jd,jd1805
"20171225",jm,jm1805
"20171225",l,l1805
"20171225",m,m1805
"20171225",MA,MA805
"20171225",ni,ni1805
"20171225",OI,OI805
"20171225",p,p1805
"20171225",pb,pb1802
"20171225",pp,pp1805
"20171225",rb,rb1805
"20171225",RM,RM805
"20171225",ru,ru1805
"20171225",SF,SF805
"20171225",SM,SM805
"20171225",sn,sn1801
"20171225",SR,SR805
"20171225",TA,TA805
"20171225",v,v1805
"20171225",y,y1805
"20171225",ZC,ZC805
"20171225",zn,zn1802
"20171226",a,a1805
"20171226",ag,ag1806
"20171226",al,al1802
"20171226",AP,AP805
"20171226",au,au1806
"20171226",bu,bu1806
"20171226",c,c1805
"20171226",CF,CF805
"20171226",cs,cs1805
"20171226",cu,cu1802
"20171226",FG,FG805
"20171226",hc,hc1805
"20171226",i,i1805
"20171226",j,j1805
"20171226",jd,jd1805
"20171226",jm,jm1805
"20171226",l,l1805
"20171226",m,m1805
"20171226",MA,MA805
"20171226",ni,ni1805
"20171226",OI,OI805
"20171226",p,p1805
"20171226",pb,pb1802
"20171226",pp,pp1805
"20171226",rb,rb1805
"20171226",RM,RM805
"20171226",ru,ru1805
"20171226",SF,SF805
"20171226",SM,SM805
"20171226",sn,sn1801
"20171226",SR,SR805
"20171226",TA,TA805
"20171226",v,v1805
"20171226",y,y1805
"20171226",ZC,ZC805
"20171226",zn,zn1802
"20171227",a,a1805
"20171227",ag,ag1806
"20171227",al,al1802
"20171227",AP,AP805
"20171227",au,au1806
"20171227",bu,bu1806
"20171227",c,c1805
"20171227",CF,CF805
"20171227",cs,cs1805
"20171227",cu,cu1802
"20171227",FG,FG805
"20171227",hc,hc1805
"20171227",i,i1805
"20171227",j,j1805
"20171227",jd,jd1805
"20171227",jm,jm1805
"20171227",l,l1805
"20171227",m,m1805
"20171227",MA,MA805
"20171227",ni,ni1805
"20171227",OI,OI805
"20171227",p,p1805
"20171227",pb,pb1802
"20171227",pp,pp1805
"20171227",rb,rb1805
"20171227",RM,RM805
"20171227",ru,ru1805
"20171227",SF,SF805
"20171227",SM,SM805
"20171227",sn,sn1801
"20171227",sn,sn1805
"20171227",SR,SR805
"20171227",TA,TA805
"20171227",v,v1805
"20171227",y,y1805
"20171227",ZC,ZC805
"20171227",zn,zn1802
"20171228",a,a1805
"20171228",ag,ag1806
"20171228",al,al1802
"20171228",AP,AP805
"20171228",au,au1806
"20171228",bu,bu1806
"20171228",c,c1805
"20171228",CF,CF805
"20171228",cs,cs1805
"20171228",cu,cu1802
"20171228",FG,FG805
"20171228",hc,hc1805
"20171228",i,i1805
"20171228",j,j1805
"20171228",jd,jd1805
"20171228",jm,jm1805
"20171228",l,l1805
"20171228",m,m1805
"20171228",MA,MA805
"20171228",ni,ni1805
"20171228",OI,OI805
"20171228",p,p1805
"20171228",pb,pb1802
"20171228",pp,pp1805
"20171228",rb,rb1805
"20171228",RM,RM805
"20171228",ru,ru1805
"20171228",SF,SF805
"20171228",SM,SM805
"20171228",sn,sn1805
"20171228",SR,SR805
"20171228",TA,TA805
"20171228",v,v1805
"20171228",y,y1805
"20171228",ZC,ZC805
"20171228",zn,zn1802
"20171229",a,a1805
"20171229",ag,ag1806
"20171229",al,al1802
"20171229",AP,AP805
"20171229",au,au1806
"20171229",bu,bu1806
"20171229",c,c1805
"20171229",CF,CF805
"20171229",cs,cs1805
"20171229",cu,cu1802
"20171229",FG,FG805
"20171229",hc,hc1805
"20171229",i,i1805
"20171229",j,j1805
"20171229",jd,jd1805
"20171229",jm,jm1805
"20171229",l,l1805
"20171229",m,m1805
"20171229",MA,MA805
"20171229",ni,ni1805
"20171229",OI,OI805
"20171229",p,p1805
"20171229",pb,pb1802
"20171229",pp,pp1805
"20171229",rb,rb1805
"20171229",RM,RM805
"20171229",ru,ru1805
"20171229",SF,SF805
"20171229",SM,SM805
"20171229",sn,sn1805
"20171229",SR,SR805
"20171229",TA,TA805
"20171229",v,v1805
"20171229",y,y1805
"20171229",ZC,ZC805
"20171229",zn,zn1802
"20180102",a,a1805
"20180102",ag,ag1806
"20180102",al,al1802
"20180102",AP,AP805
"20180102",au,au1806
"20180102",bu,bu1806
"20180102",c,c1805
"20180102",CF,CF805
"20180102",cs,cs1805
"20180102",cu,cu1802
"20180102",FG,FG805
"20180102",hc,hc1805
"20180102",i,i1805
"20180102",j,j1805
"20180102",jd,jd1805
"20180102",jm,jm1805
"20180102",l,l1805
"20180102",m,m1805
"20180102",MA,MA805
"20180102",ni,ni1805
"20180102",OI,OI805
"20180102",p,p1805
"20180102",pb,pb1802
"20180102",pp,pp1805
"20180102",rb,rb1805
"20180102",RM,RM805
"20180102",ru,ru1805
"20180102",SF,SF805
"20180102",SM,SM805
"20180102",sn,sn1805
"20180102",SR,SR805
"20180102",TA,TA805
"20180102",v,v1805
"20180102",y,y1805
"20180102",ZC,ZC805
"20180102",zn,zn1802
"20180103",a,a1805
"20180103",ag,ag1806
"20180103",al,al1802
"20180103",AP,AP805
"20180103",au,au1806
"20180103",bu,bu1806
"20180103",c,c1805
"20180103",CF,CF805
"20180103",cs,cs1805
"20180103",cu,cu1802
"20180103",FG,FG805
"20180103",hc,hc1805
"20180103",i,i1805
"20180103",j,j1805
"20180103",jd,jd1805
"20180103",jm,jm1805
"20180103",l,l1805
"20180103",m,m1805
"20180103",MA,MA805
"20180103",ni,ni1805
"20180103",OI,OI805
"20180103",p,p1805
"20180103",pb,pb1802
"20180103",pp,pp1805
"20180103",rb,rb1805
"20180103",RM,RM805
"20180103",ru,ru1805
"20180103",SF,SF805
"20180103",SM,SM805
"20180103",sn,sn1805
"20180103",SR,SR805
"20180103",TA,TA805
"20180103",v,v1805
"20180103",y,y1805
"20180103",ZC,ZC805
"20180103",zn,zn1802
"20180104",a,a1805
"20180104",ag,ag1806
"20180104",al,al1802
"20180104",AP,AP805
"20180104",au,au1806
"20180104",bu,bu1806
"20180104",c,c1805
"20180104",CF,CF805
"20180104",cs,cs1805
"20180104",cu,cu1802
"20180104",FG,FG805
"20180104",hc,hc1805
"20180104",i,i1805
"20180104",j,j1805
"20180104",jd,jd1805
"20180104",jm,jm1805
"20180104",l,l1805
"20180104",m,m1805
"20180104",MA,MA805
"20180104",ni,ni1805
"20180104",OI,OI805
"20180104",p,p1805
"20180104",pb,pb1802
"20180104",pp,pp1805
"20180104",rb,rb1805
"20180104",RM,RM805
"20180104",ru,ru1805
"20180104",SF,SF805
"20180104",SM,SM805
"20180104",sn,sn1805
"20180104",SR,SR805
"20180104",TA,TA805
"20180104",v,v1805
"20180104",y,y1805
"20180104",ZC,ZC805
"20180104",zn,zn1802
"20180105",a,a1805
"20180105",ag,ag1806
"20180105",al,al1802
"20180105",AP,AP805
"20180105",au,au1806
"20180105",bu,bu1806
"20180105",c,c1805
"20180105",CF,CF805
"20180105",cs,cs1805
"20180105",cu,cu1802
"20180105",FG,FG805
"20180105",hc,hc1805
"20180105",i,i1805
"20180105",j,j1805
"20180105",jd,jd1805
"20180105",jm,jm1805
"20180105",l,l1805
"20180105",m,m1805
"20180105",MA,MA805
"20180105",ni,ni1805
"20180105",OI,OI805
"20180105",p,p1805
"20180105",pb,pb1802
"20180105",pp,pp1805
"20180105",rb,rb1805
"20180105",RM,RM805
"20180105",ru,ru1805
"20180105",SF,SF805
"20180105",SM,SM805
"20180105",sn,sn1805
"20180105",SR,SR805
"20180105",TA,TA805
"20180105",v,v1805
"20180105",y,y1805
"20180105",ZC,ZC805
"20180105",zn,zn1802
"20180105",zn,zn1803
"20180106",ag,ag1806
"20180106",al,al1802
"20180106",au,au1806
"20180106",cu,cu1802
"20180106",ni,ni1805
"20180106",pb,pb1802
"20180106",sn,sn1805
"20180106",zn,zn1803
"20180108",a,a1805
"20180108",ag,ag1806
"20180108",al,al1802
"20180108",AP,AP805
"20180108",au,au1806
"20180108",bu,bu1806
"20180108",c,c1805
"20180108",CF,CF805
"20180108",cs,cs1805
"20180108",cu,cu1802
"20180108",cu,cu1803
"20180108",FG,FG805
"20180108",hc,hc1805
"20180108",i,i1805
"20180108",j,j1805
"20180108",jd,jd1805
"20180108",jm,jm1805
"20180108",l,l1805
"20180108",m,m1805
"20180108",MA,MA805
"20180108",ni,ni1805
"20180108",OI,OI805
"20180108",p,p1805
"20180108",pb,pb1802
"20180108",pp,pp1805
"20180108",rb,rb1805
"20180108",RM,RM805
"20180108",ru,ru1805
"20180108",SF,SF805
"20180108",SM,SM805
"20180108",sn,sn1805
"20180108",SR,SR805
"20180108",TA,TA805
"20180108",v,v1805
"20180108",y,y1805
"20180108",ZC,ZC805
"20180108",zn,zn1803
"20180109",a,a1805
"20180109",ag,ag1806
"20180109",al,al1802
"20180109",AP,AP805
"20180109",au,au1806
"20180109",bu,bu1806
"20180109",c,c1805
"20180109",CF,CF805
"20180109",cs,cs1805
"20180109",cu,cu1803
"20180109",FG,FG805
"20180109",hc,hc1805
"20180109",i,i1805
"20180109",j,j1805
"20180109",jd,jd1805
"20180109",jm,jm1805
"20180109",l,l1805
"20180109",m,m1805
"20180109",MA,MA805
"20180109",ni,ni1805
"20180109",OI,OI805
"20180109",p,p1805
"20180109",pb,pb1802
"20180109",pp,pp1805
"20180109",rb,rb1805
"20180109",RM,RM805
"20180109",ru,ru1805
"20180109",SF,SF805
"20180109",SM,SM805
"20180109",sn,sn1805
"20180109",SR,SR805
"20180109",TA,TA805
"20180109",v,v1805
"20180109",y,y1805
"20180109",ZC,ZC805
"20180109",zn,zn1803
"20180110",a,a1805
"20180110",ag,ag1806
"20180110",al,al1802
"20180110",al,al1803
"20180110",AP,AP805
"20180110",au,au1806
"20180110",bu,bu1806
"20180110",c,c1805
"20180110",CF,CF805
"20180110",cs,cs1805
"20180110",cu,cu1803
"20180110",FG,FG805
"20180110",hc,hc1805
"20180110",i,i1805
"20180110",j,j1805
"20180110",jd,jd1805
"20180110",jm,jm1805
"20180110",l,l1805
"20180110",m,m1805
"20180110",MA,MA805
"20180110",ni,ni1805
"20180110",OI,OI805
"20180110",p,p1805
"20180110",pb,pb1802
"20180110",pp,pp1805
"20180110",rb,rb1805
"20180110",RM,RM805
"20180110",ru,ru1805
"20180110",SF,SF805
"20180110",SM,SM805
"20180110",sn,sn1805
"20180110",SR,SR805
"20180110",TA,TA805
"20180110",v,v1805
"20180110",y,y1805
"20180110",ZC,ZC805
"20180110",zn,zn1803
"20180111",a,a1805
"20180111",ag,ag1806
"20180111",al,al1803
"20180111",AP,AP805
"20180111",au,au1806
"20180111",bu,bu1806
"20180111",c,c1805
"20180111",CF,CF805
"20180111",cs,cs1805
"20180111",cu,cu1803
"20180111",FG,FG805
"20180111",hc,hc1805
"20180111",i,i1805
"20180111",j,j1805
"20180111",jd,jd1805
"20180111",jm,jm1805
"20180111",l,l1805
"20180111",m,m1805
"20180111",MA,MA805
"20180111",ni,ni1805
"20180111",OI,OI805
"20180111",p,p1805
"20180111",pb,pb1802
"20180111",pp,pp1805
"20180111",rb,rb1805
"20180111",RM,RM805
"20180111",ru,ru1805
"20180111",SF,SF805
"20180111",SM,SM805
"20180111",sn,sn1805
"20180111",SR,SR805
"20180111",TA,TA805
"20180111",v,v1805
"20180111",y,y1805
"20180111",ZC,ZC805
"20180111",zn,zn1803
"20180112",a,a1805
"20180112",ag,ag1806
"20180112",al,al1803
"20180112",AP,AP805
"20180112",au,au1806
"20180112",bu,bu1806
"20180112",c,c1805
"20180112",CF,CF805
"20180112",cs,cs1805
"20180112",cu,cu1803
"20180112",FG,FG805
"20180112",hc,hc1805
"20180112",i,i1805
"20180112",j,j1805
"20180112",jd,jd1805
"20180112",jm,jm1805
"20180112",l,l1805
"20180112",m,m1805
"20180112",MA,MA805
"20180112",ni,ni1805
"20180112",OI,OI805
"20180112",p,p1805
"20180112",pb,pb1802
"20180112",pp,pp1805
"20180112",rb,rb1805
"20180112",RM,RM805
"20180112",ru,ru1805
"20180112",SF,SF805
"20180112",SM,SM805
"20180112",sn,sn1805
"20180112",SR,SR805
"20180112",TA,TA805
"20180112",v,v1805
"20180112",y,y1805
"20180112",ZC,ZC805
"20180112",zn,zn1803
"20180113",ag,ag1806
"20180113",al,al1803
"20180113",au,au1806
"20180113",cu,cu1803
"20180113",ni,ni1805
"20180113",pb,pb1802
"20180113",sn,sn1805
"20180113",zn,zn1803
"20180115",a,a1805
"20180115",ag,ag1806
"20180115",al,al1803
"20180115",AP,AP805
"20180115",au,au1806
"20180115",bu,bu1806
"20180115",c,c1805
"20180115",CF,CF805
"20180115",cs,cs1805
"20180115",cu,cu1803
"20180115",FG,FG805
"20180115",hc,hc1805
"20180115",i,i1805
"20180115",j,j1805
"20180115",jd,jd1805
"20180115",jm,jm1805
"20180115",l,l1805
"20180115",m,m1805
"20180115",MA,MA805
"20180115",ni,ni1805
"20180115",OI,OI805
"20180115",p,p1805
"20180115",pb,pb1802
"20180115",pp,pp1805
"20180115",rb,rb1805
"20180115",RM,RM805
"20180115",ru,ru1805
"20180115",SF,SF805
"20180115",SM,SM805
"20180115",sn,sn1805
"20180115",SR,SR805
"20180115",TA,TA805
"20180115",v,v1805
"20180115",y,y1805
"20180115",ZC,ZC805
"20180115",zn,zn1803
"20180116",a,a1805
"20180116",ag,ag1806
"20180116",al,al1803
"20180116",AP,AP805
"20180116",au,au1806
"20180116",bu,bu1806
"20180116",c,c1805
"20180116",CF,CF805
"20180116",cs,cs1805
"20180116",cu,cu1803
"20180116",FG,FG805
"20180116",hc,hc1805
"20180116",i,i1805
"20180116",j,j1805
"20180116",jd,jd1805
"20180116",jm,jm1805
"20180116",l,l1805
"20180116",m,m1805
"20180116",MA,MA805
"20180116",ni,ni1805
"20180116",OI,OI805
"20180116",p,p1805
"20180116",pb,pb1802
"20180116",pp,pp1805
"20180116",rb,rb1805
"20180116",RM,RM805
"20180116",ru,ru1805
"20180116",SF,SF805
"20180116",SM,SM805
"20180116",sn,sn1805
"20180116",SR,SR805
"20180116",TA,TA805
"20180116",v,v1805
"20180116",y,y1805
"20180116",ZC,ZC805
"20180116",zn,zn1803
"20180117",a,a1805
"20180117",ag,ag1806
"20180117",al,al1803
"20180117",AP,AP805
"20180117",au,au1806
"20180117",bu,bu1806
"20180117",c,c1805
"20180117",CF,CF805
"20180117",cs,cs1805
"20180117",cu,cu1803
"20180117",FG,FG805
"20180117",hc,hc1805
"20180117",i,i1805
"20180117",j,j1805
"20180117",jd,jd1805
"20180117",jm,jm1805
"20180117",l,l1805
"20180117",m,m1805
"20180117",MA,MA805
"20180117",ni,ni1805
"20180117",OI,OI805
"20180117",p,p1805
"20180117",pb,pb1802
"20180117",pb,pb1803
"20180117",pp,pp1805
"20180117",rb,rb1805
"20180117",RM,RM805
"20180117",ru,ru1805
"20180117",SF,SF805
"20180117",SM,SM805
"20180117",sn,sn1805
"20180117",SR,SR805
"20180117",TA,TA805
"20180117",v,v1805
"20180117",y,y1805
"20180117",ZC,ZC805
"20180117",zn,zn1803
"20180118",a,a1805
"20180118",ag,ag1806
"20180118",al,al1803
"20180118",AP,AP805
"20180118",au,au1806
"20180118",bu,bu1806
"20180118",c,c1805
"20180118",CF,CF805
"20180118",cs,cs1805
"20180118",cu,cu1803
"20180118",FG,FG805
"20180118",hc,hc1805
"20180118",i,i1805
"20180118",j,j1805
"20180118",jd,jd1805
"20180118",jm,jm1805
"20180118",l,l1805
"20180118",m,m1805
"20180118",MA,MA805
"20180118",ni,ni1805
"20180118",OI,OI805
"20180118",p,p1805
"20180118",pb,pb1803
"20180118",pp,pp1805
"20180118",rb,rb1805
"20180118",RM,RM805
"20180118",ru,ru1805
"20180118",SF,SF805
"20180118",SM,SM805
"20180118",sn,sn1805
"20180118",SR,SR805
"20180118",TA,TA805
"20180118",v,v1805
"20180118",y,y1805
"20180118",ZC,ZC805
"20180118",zn,zn1803
"20180119",a,a1805
"20180119",ag,ag1806
"20180119",al,al1803
"20180119",AP,AP805
"20180119",au,au1806
"20180119",bu,bu1806
"20180119",c,c1805
"20180119",CF,CF805
"20180119",cs,cs1805
"20180119",cu,cu1803
"20180119",FG,FG805
"20180119",hc,hc1805
"20180119",i,i1805
"20180119",j,j1805
"20180119",jd,jd1805
"20180119",jm,jm1805
"20180119",l,l1805
"20180119",m,m1805
"20180119",MA,MA805
"20180119",ni,ni1805
"20180119",OI,OI805
"20180119",p,p1805
"20180119",pb,pb1803
"20180119",pp,pp1805
"20180119",rb,rb1805
"20180119",RM,RM805
"20180119",ru,ru1805
"20180119",SF,SF805
"20180119",SM,SM805
"20180119",sn,sn1805
"20180119",SR,SR805
"20180119",TA,TA805
"20180119",v,v1805
"20180119",y,y1805
"20180119",ZC,ZC805
"20180119",zn,zn1803
"20180120",ag,ag1806
"20180120",al,al1803
"20180120",au,au1806
"20180120",cu,cu1803
"20180120",ni,ni1805
"20180120",pb,pb1803
"20180120",sn,sn1805
"20180120",zn,zn1803
"20180122",a,a1805
"20180122",ag,ag1806
"20180122",al,al1803
"20180122",AP,AP805
"20180122",au,au1806
"20180122",bu,bu1806
"20180122",c,c1805
"20180122",CF,CF805
"20180122",cs,cs1805
"20180122",cu,cu1803
"20180122",FG,FG805
"20180122",hc,hc1805
"20180122",i,i1805
"20180122",j,j1805
"20180122",jd,jd1805
"20180122",jm,jm1805
"20180122",l,l1805
"20180122",m,m1805
"20180122",MA,MA805
"20180122",ni,ni1805
"20180122",OI,OI805
"20180122",p,p1805
"20180122",pb,pb1803
"20180122",pp,pp1805
"20180122",rb,rb1805
"20180122",RM,RM805
"20180122",ru,ru1805
"20180122",SF,SF805
"20180122",SM,SM805
"20180122",sn,sn1805
"20180122",SR,SR805
"20180122",TA,TA805
"20180122",v,v1805
"20180122",y,y1805
"20180122",ZC,ZC805
"20180122",zn,zn1803
"20180123",a,a1805
"20180123",ag,ag1806
"20180123",al,al1803
"20180123",AP,AP805
"20180123",au,au1806
"20180123",bu,bu1806
"20180123",c,c1805
"20180123",CF,CF805
"20180123",cs,cs1805
"20180123",cu,cu1803
"20180123",FG,FG805
"20180123",hc,hc1805
"20180123",i,i1805
"20180123",j,j1805
"20180123",jd,jd1805
"20180123",jm,jm1805
"20180123",l,l1805
"20180123",m,m1805
"20180123",MA,MA805
"20180123",ni,ni1805
"20180123",OI,OI805
"20180123",p,p1805
"20180123",pb,pb1803
"20180123",pp,pp1805
"20180123",rb,rb1805
"20180123",RM,RM805
"20180123",ru,ru1805
"20180123",SF,SF805
"20180123",SM,SM805
"20180123",sn,sn1805
"20180123",SR,SR805
"20180123",TA,TA805
"20180123",v,v1805
"20180123",y,y1805
"20180123",ZC,ZC805
"20180123",zn,zn1803
"20180124",a,a1805
"20180124",ag,ag1806
"20180124",al,al1803
"20180124",AP,AP805
"20180124",au,au1806
"20180124",bu,bu1806
"20180124",c,c1805
"20180124",CF,CF805
"20180124",cs,cs1805
"20180124",cu,cu1803
"20180124",FG,FG805
"20180124",hc,hc1805
"20180124",i,i1805
"20180124",j,j1805
"20180124",jd,jd1805
"20180124",jm,jm1805
"20180124",l,l1805
"20180124",m,m1805
"20180124",MA,MA805
"20180124",ni,ni1805
"20180124",OI,OI805
"20180124",p,p1805
"20180124",pb,pb1803
"20180124",pp,pp1805
"20180124",rb,rb1805
"20180124",RM,RM805
"20180124",ru,ru1805
"20180124",SF,SF805
"20180124",SM,SM805
"20180124",sn,sn1805
"20180124",SR,SR805
"20180124",TA,TA805
"20180124",v,v1805
"20180124",y,y1805
"20180124",ZC,ZC805
"20180124",zn,zn1803
"20180125",a,a1805
"20180125",ag,ag1806
"20180125",al,al1803
"20180125",AP,AP805
"20180125",au,au1806
"20180125",bu,bu1806
"20180125",c,c1805
"20180125",CF,CF805
"20180125",cs,cs1805
"20180125",cu,cu1803
"20180125",FG,FG805
"20180125",hc,hc1805
"20180125",i,i1805
"20180125",j,j1805
"20180125",jd,jd1805
"20180125",jm,jm1805
"20180125",l,l1805
"20180125",m,m1805
"20180125",MA,MA805
"20180125",ni,ni1805
"20180125",OI,OI805
"20180125",p,p1805
"20180125",pb,pb1803
"20180125",pp,pp1805
"20180125",rb,rb1805
"20180125",RM,RM805
"20180125",ru,ru1805
"20180125",SF,SF805
"20180125",SM,SM805
"20180125",sn,sn1805
"20180125",SR,SR805
"20180125",TA,TA805
"20180125",v,v1805
"20180125",y,y1805
"20180125",ZC,ZC805
"20180125",zn,zn1803
"20180126",a,a1805
"20180126",ag,ag1806
"20180126",al,al1803
"20180126",AP,AP805
"20180126",au,au1806
"20180126",bu,bu1806
"20180126",c,c1805
"20180126",CF,CF805
"20180126",cs,cs1805
"20180126",cu,cu1803
"20180126",FG,FG805
"20180126",hc,hc1805
"20180126",i,i1805
"20180126",j,j1805
"20180126",jd,jd1805
"20180126",jm,jm1805
"20180126",l,l1805
"20180126",m,m1805
"20180126",MA,MA805
"20180126",ni,ni1805
"20180126",OI,OI805
"20180126",p,p1805
"20180126",pb,pb1803
"20180126",pp,pp1805
"20180126",rb,rb1805
"20180126",RM,RM805
"20180126",ru,ru1805
"20180126",SF,SF805
"20180126",SM,SM805
"20180126",sn,sn1805
"20180126",SR,SR805
"20180126",TA,TA805
"20180126",v,v1805
"20180126",y,y1805
"20180126",ZC,ZC805
"20180126",zn,zn1803
"20180127",ag,ag1806
"20180127",al,al1803
"20180127",au,au1806
"20180127",cu,cu1803
"20180127",ni,ni1805
"20180127",pb,pb1803
"20180127",sn,sn1805
"20180127",zn,zn1803
"20180129",a,a1805
"20180129",ag,ag1806
"20180129",al,al1803
"20180129",AP,AP805
"20180129",au,au1806
"20180129",bu,bu1806
"20180129",c,c1805
"20180129",CF,CF805
"20180129",cs,cs1805
"20180129",cu,cu1803
"20180129",FG,FG805
"20180129",hc,hc1805
"20180129",i,i1805
"20180129",j,j1805
"20180129",jd,jd1805
"20180129",jm,jm1805
"20180129",l,l1805
"20180129",m,m1805
"20180129",MA,MA805
"20180129",ni,ni1805
"20180129",OI,OI805
"20180129",p,p1805
"20180129",pb,pb1803
"20180129",pp,pp1805
"20180129",rb,rb1805
"20180129",RM,RM805
"20180129",ru,ru1805
"20180129",SF,SF805
"20180129",SM,SM805
"20180129",sn,sn1805
"20180129",SR,SR805
"20180129",TA,TA805
"20180129",v,v1805
"20180129",y,y1805
"20180129",ZC,ZC805
"20180129",zn,zn1803
"20180130",a,a1805
"20180130",ag,ag1806
"20180130",al,al1803
"20180130",AP,AP805
"20180130",au,au1806
"20180130",bu,bu1806
"20180130",c,c1805
"20180130",CF,CF805
"20180130",cs,cs1805
"20180130",cu,cu1803
"20180130",FG,FG805
"20180130",hc,hc1805
"20180130",i,i1805
"20180130",j,j1805
"20180130",jd,jd1805
"20180130",jm,jm1805
"20180130",l,l1805
"20180130",m,m1805
"20180130",MA,MA805
"20180130",ni,ni1805
"20180130",OI,OI805
"20180130",p,p1805
"20180130",pb,pb1803
"20180130",pp,pp1805
"20180130",rb,rb1805
"20180130",RM,RM805
"20180130",ru,ru1805
"20180130",SF,SF805
"20180130",SM,SM805
"20180130",sn,sn1805
"20180130",SR,SR805
"20180130",TA,TA805
"20180130",v,v1805
"20180130",y,y1805
"20180130",ZC,ZC805
"20180130",zn,zn1803
"20180131",a,a1805
"20180131",ag,ag1806
"20180131",al,al1803
"20180131",AP,AP805
"20180131",au,au1806
"20180131",bu,bu1806
"20180131",c,c1805
"20180131",CF,CF805
"20180131",cs,cs1805
"20180131",cu,cu1803
"20180131",FG,FG805
"20180131",hc,hc1805
"20180131",i,i1805
"20180131",j,j1805
"20180131",jd,jd1805
"20180131",jm,jm1805
"20180131",l,l1805
"20180131",m,m1805
"20180131",MA,MA805
"20180131",ni,ni1805
"20180131",OI,OI805
"20180131",p,p1805
"20180131",pb,pb1803
"20180131",pp,pp1805
"20180131",rb,rb1805
"20180131",RM,RM805
"20180131",ru,ru1805
"20180131",SF,SF805
"20180131",SM,SM805
"20180131",sn,sn1805
"20180131",SR,SR805
"20180131",TA,TA805
"20180131",v,v1805
"20180131",y,y1805
"20180131",ZC,ZC805
"20180131",zn,zn1803
"20180201",a,a1805
"20180201",ag,ag1806
"20180201",al,al1803
"20180201",AP,AP805
"20180201",au,au1806
"20180201",bu,bu1806
"20180201",c,c1805
"20180201",CF,CF805
"20180201",cs,cs1805
"20180201",cu,cu1803
"20180201",FG,FG805
"20180201",hc,hc1805
"20180201",i,i1805
"20180201",j,j1805
"20180201",jd,jd1805
"20180201",jm,jm1805
"20180201",l,l1805
"20180201",m,m1805
"20180201",MA,MA805
"20180201",ni,ni1805
"20180201",OI,OI805
"20180201",p,p1805
"20180201",pb,pb1803
"20180201",pp,pp1805
"20180201",rb,rb1805
"20180201",RM,RM805
"20180201",ru,ru1805
"20180201",SF,SF805
"20180201",SM,SM805
"20180201",sn,sn1805
"20180201",SR,SR805
"20180201",TA,TA805
"20180201",v,v1805
"20180201",y,y1805
"20180201",ZC,ZC805
"20180201",zn,zn1803
"20180202",a,a1805
"20180202",ag,ag1806
"20180202",al,al1803
"20180202",AP,AP805
"20180202",au,au1806
"20180202",bu,bu1806
"20180202",c,c1805
"20180202",CF,CF805
"20180202",cs,cs1805
"20180202",cu,cu1803
"20180202",FG,FG805
"20180202",hc,hc1805
"20180202",i,i1805
"20180202",j,j1805
"20180202",jd,jd1805
"20180202",jm,jm1805
"20180202",l,l1805
"20180202",m,m1805
"20180202",MA,MA805
"20180202",ni,ni1805
"20180202",OI,OI805
"20180202",p,p1805
"20180202",pb,pb1803
"20180202",pp,pp1805
"20180202",rb,rb1805
"20180202",RM,RM805
"20180202",ru,ru1805
"20180202",SF,SF805
"20180202",SM,SM805
"20180202",sn,sn1805
"20180202",SR,SR805
"20180202",TA,TA805
"20180202",v,v1805
"20180202",y,y1805
"20180202",ZC,ZC805
"20180202",zn,zn1803
"20180203",ag,ag1806
"20180203",al,al1803
"20180203",au,au1806
"20180203",cu,cu1803
"20180203",ni,ni1805
"20180203",pb,pb1803
"20180203",sn,sn1805
"20180203",zn,zn1803
"20180205",a,a1805
"20180205",ag,ag1806
"20180205",al,al1803
"20180205",AP,AP805
"20180205",au,au1806
"20180205",bu,bu1806
"20180205",c,c1805
"20180205",CF,CF805
"20180205",cs,cs1805
"20180205",cu,cu1803
"20180205",FG,FG805
"20180205",hc,hc1805
"20180205",i,i1805
"20180205",j,j1805
"20180205",jd,jd1805
"20180205",jm,jm1805
"20180205",l,l1805
"20180205",m,m1805
"20180205",MA,MA805
"20180205",ni,ni1805
"20180205",OI,OI805
"20180205",p,p1805
"20180205",pb,pb1803
"20180205",pp,pp1805
"20180205",rb,rb1805
"20180205",RM,RM805
"20180205",ru,ru1805
"20180205",SF,SF805
"20180205",SM,SM805
"20180205",sn,sn1805
"20180205",SR,SR805
"20180205",TA,TA805
"20180205",v,v1805
"20180205",y,y1805
"20180205",ZC,ZC805
"20180205",zn,zn1803
"20180206",a,a1805
"20180206",ag,ag1806
"20180206",al,al1803
"20180206",AP,AP805
"20180206",au,au1806
"20180206",bu,bu1806
"20180206",c,c1805
"20180206",CF,CF805
"20180206",cs,cs1805
"20180206",cu,cu1803
"20180206",FG,FG805
"20180206",hc,hc1805
"20180206",i,i1805
"20180206",j,j1805
"20180206",jd,jd1805
"20180206",jm,jm1805
"20180206",l,l1805
"20180206",m,m1805
"20180206",MA,MA805
